ORGANIZATION,TOTAL,PREDICTION
PartyC,6745,LOW
PartyC,2404,MEDIUM
PartyB,1175,MEDIUM
PartyD,5920,LOW
PartyB,5653,LOW
PartyD,5764,LOW
PartyD,5000,LOW
PartyC,9,HIGH
PartyA,5430,LOW
PartyB,2409,MEDIUM
PartyA,2367,MEDIUM
PartyC,5906,LOW
PartyD,7397,LOW
PartyB,6373,LOW
PartyB,7652,LOW
PartyD,2316,MEDIUM
PartyB,1842,MEDIUM
PartyB,1194,MEDIUM
PartyC,1829,MEDIUM
PartyD,-5200,VERY HIGH
PartyB,5280,LOW
PartyB,1250,MEDIUM
PartyD,1448,MEDIUM
PartyC,6590,LOW
PartyC,5439,LOW
PartyB,7720,LOW
PartyD,6556,LOW
PartyC,1190,MEDIUM
PartyC,124,HIGH
PartyC,64,HIGH
PartyB,1463,MEDIUM
PartyB,2415,MEDIUM
PartyB,6382,LOW
PartyA,-1330,VERY HIGH
PartyA,1996,MEDIUM
PartyB,1200,MEDIUM
PartyC,7254,LOW
PartyD,5393,LOW
PartyC,1000,MEDIUM
PartyC,7958,LOW
PartyC,6283,LOW
PartyA,-2400,VERY HIGH
PartyC,5530,LOW
PartyA,-4420,VERY HIGH
PartyB,6888,LOW
PartyC,1516,MEDIUM
PartyA,7078,LOW
PartyD,372,HIGH
PartyD,1511,MEDIUM
PartyA,5760,LOW
PartyA,6581,LOW
PartyD,1998,MEDIUM
PartyC,7142,LOW
PartyC,1000,MEDIUM
PartyA,-1350,VERY HIGH
PartyD,184,HIGH
PartyD,1880,MEDIUM
PartyB,1213,MEDIUM
PartyA,6110,LOW
PartyB,-220,VERY HIGH
PartyB,7337,LOW
PartyB,1346,MEDIUM
PartyC,7196,LOW
PartyC,16,HIGH
PartyC,2190,MEDIUM
PartyC,7986,LOW
PartyD,6695,LOW
PartyD,7472,LOW
PartyB,192,HIGH
PartyD,7466,LOW
PartyC,7358,LOW
PartyB,7235,LOW
PartyB,2166,MEDIUM
PartyD,5328,LOW
PartyB,5855,LOW
PartyC,5321,LOW
PartyB,2468,MEDIUM
PartyC,1276,MEDIUM
PartyB,7371,LOW
PartyD,6871,LOW
PartyD,1751,MEDIUM
PartyD,6010,LOW
PartyA,6849,LOW
PartyC,5177,LOW
PartyB,5365,LOW
PartyA,7500,LOW
PartyD,5000,LOW
PartyD,-2100,VERY HIGH
PartyD,5326,LOW
PartyA,6026,LOW
PartyB,-260,VERY HIGH
PartyC,5029,LOW
PartyA,6398,LOW
PartyD,2341,MEDIUM
PartyD,6211,LOW
PartyC,5141,LOW
PartyA,-300,VERY HIGH
PartyB,154,HIGH
PartyD,1315,MEDIUM
PartyB,5138,LOW
PartyD,1412,MEDIUM
PartyA,1997,MEDIUM
PartyA,5441,LOW
PartyB,7860,LOW
PartyC,2442,MEDIUM
PartyD,5902,LOW
PartyC,5548,LOW
PartyC,256,HIGH
PartyA,2198,MEDIUM
PartyD,6558,LOW
PartyD,1316,MEDIUM
PartyD,1014,MEDIUM
PartyA,6603,LOW
PartyA,1822,MEDIUM
PartyB,7234,LOW
PartyB,1380,MEDIUM
PartyC,6863,LOW
PartyA,6898,LOW
PartyB,1499,MEDIUM
PartyC,7302,LOW
PartyC,7413,LOW
PartyA,1956,MEDIUM
PartyC,7716,LOW
PartyD,5892,LOW
PartyB,6936,LOW
PartyA,-120,VERY HIGH
PartyA,2084,MEDIUM
PartyC,5606,LOW
PartyA,1202,MEDIUM
PartyD,7978,LOW
PartyD,5222,LOW
PartyA,5801,LOW
PartyD,5623,LOW
PartyD,7758,LOW
PartyB,-1400,VERY HIGH
PartyA,5642,LOW
PartyA,-5320,VERY HIGH
PartyC,6160,LOW
PartyD,-825,VERY HIGH
PartyB,5391,LOW
PartyC,5196,LOW
PartyC,1785,MEDIUM
PartyA,5175,LOW
PartyB,7449,LOW
PartyD,6497,LOW
PartyB,7148,LOW
PartyD,6978,LOW
PartyA,2165,MEDIUM
PartyD,6014,LOW
PartyA,6374,LOW
PartyD,1804,MEDIUM
PartyD,6902,LOW
PartyB,7491,LOW
PartyA,2021,MEDIUM
PartyB,6274,LOW
PartyB,1504,MEDIUM
PartyD,-75,VERY HIGH
PartyB,7550,LOW
PartyC,6830,LOW
PartyD,7990,LOW
PartyB,7230,LOW
PartyB,6672,LOW
PartyA,6490,LOW
PartyA,7432,LOW
PartyC,1905,MEDIUM
PartyA,5537,LOW
PartyD,5592,LOW
PartyC,6649,LOW
PartyD,-6200,VERY HIGH
PartyA,5764,LOW
PartyC,7439,LOW
PartyD,7028,LOW
PartyD,2404,MEDIUM
PartyB,1869,MEDIUM
PartyA,2110,MEDIUM
PartyC,6534,LOW
PartyC,2079,MEDIUM
PartyC,2072,MEDIUM
PartyA,5509,LOW
PartyA,6134,LOW
PartyA,7844,LOW
PartyD,7199,LOW
PartyB,6631,LOW
PartyD,-7660,VERY HIGH
PartyB,6752,LOW
PartyB,1233,MEDIUM
PartyA,5134,LOW
PartyC,2468,MEDIUM
PartyB,5596,LOW
PartyC,1736,MEDIUM
PartyA,7462,LOW
PartyA,5440,LOW
PartyB,6908,LOW
PartyB,1948,MEDIUM
PartyB,5922,LOW
PartyC,-325,VERY HIGH
PartyA,5849,LOW
PartyB,5968,LOW
PartyB,1527,MEDIUM
PartyC,5766,LOW
PartyD,1506,MEDIUM
PartyA,6793,LOW
PartyD,5000,LOW
PartyC,5910,LOW
PartyB,1781,MEDIUM
PartyD,1314,MEDIUM
PartyB,1340,MEDIUM
PartyD,5380,LOW
PartyA,6400,LOW
PartyD,6406,LOW
PartyA,6720,LOW
PartyA,2227,MEDIUM
PartyC,-5540,VERY HIGH
PartyB,1107,MEDIUM
PartyD,1158,MEDIUM
PartyB,6245,LOW
PartyD,5451,LOW
PartyB,1564,MEDIUM
PartyD,6066,LOW
PartyD,7176,LOW
PartyC,7538,LOW
PartyB,1205,MEDIUM
PartyC,91,HIGH
PartyA,5428,LOW
PartyA,-2150,VERY HIGH
PartyD,1254,MEDIUM
PartyD,6355,LOW
PartyA,1935,MEDIUM
PartyD,6134,LOW
PartyC,5640,LOW
PartyD,2300,MEDIUM
PartyB,2189,MEDIUM
PartyB,6102,LOW
PartyC,5214,LOW
PartyD,2460,MEDIUM
PartyD,5306,LOW
PartyB,7254,LOW
PartyA,2104,MEDIUM
PartyD,2324,MEDIUM
PartyB,7126,LOW
PartyA,7056,LOW
PartyB,1664,MEDIUM
PartyC,7085,LOW
PartyC,2202,MEDIUM
PartyA,-130,VERY HIGH
PartyD,1249,MEDIUM
PartyC,7250,LOW
PartyD,5464,LOW
PartyD,1334,MEDIUM
PartyD,2093,MEDIUM
PartyA,6129,LOW
PartyA,5532,LOW
PartyC,5546,LOW
PartyC,1253,MEDIUM
PartyC,1878,MEDIUM
PartyA,5398,LOW
PartyC,5986,LOW
PartyC,5975,LOW
PartyB,7128,LOW
PartyC,20,HIGH
PartyD,1002,MEDIUM
PartyD,-5040,VERY HIGH
PartyA,6311,LOW
PartyC,5700,LOW
PartyC,6014,LOW
PartyA,1574,MEDIUM
PartyC,5727,LOW
PartyB,6973,LOW
PartyB,2098,MEDIUM
PartyB,2032,MEDIUM
PartyB,7374,LOW
PartyC,2032,MEDIUM
PartyC,-1075,VERY HIGH
PartyB,5628,LOW
PartyA,7052,LOW
PartyB,5924,LOW
PartyD,5526,LOW
PartyC,7130,LOW
PartyC,5473,LOW
PartyD,6231,LOW
PartyC,1723,MEDIUM
PartyB,2094,MEDIUM
PartyC,6703,LOW
PartyD,368,HIGH
PartyC,5236,LOW
PartyD,1962,MEDIUM
PartyC,7244,LOW
PartyB,1676,MEDIUM
PartyD,1152,MEDIUM
PartyA,1443,MEDIUM
PartyC,5871,LOW
PartyB,1708,MEDIUM
PartyA,2456,MEDIUM
PartyC,7071,LOW
PartyC,-960,VERY HIGH
PartyB,7178,LOW
PartyB,5515,LOW
PartyA,7514,LOW
PartyB,5493,LOW
PartyA,5312,LOW
PartyC,2416,MEDIUM
PartyA,5127,LOW
PartyA,2300,MEDIUM
PartyD,5544,LOW
PartyB,120,HIGH
PartyD,6814,LOW
PartyB,5686,LOW
PartyA,6895,LOW
PartyA,1256,MEDIUM
PartyD,6116,LOW
PartyB,1672,MEDIUM
PartyC,270,HIGH
PartyB,38,HIGH
PartyD,5224,LOW
PartyA,1294,MEDIUM
PartyD,6222,LOW
PartyD,6685,LOW
PartyC,5464,LOW
PartyA,1633,MEDIUM
PartyC,2117,MEDIUM
PartyD,2445,MEDIUM
PartyC,7578,LOW
PartyB,86,HIGH
PartyA,2394,MEDIUM
PartyD,6936,LOW
PartyA,1327,MEDIUM
PartyA,5667,LOW
PartyA,1680,MEDIUM
PartyB,1424,MEDIUM
PartyD,-6400,VERY HIGH
PartyD,5317,LOW
PartyA,1048,MEDIUM
PartyC,1773,MEDIUM
PartyB,6513,LOW
PartyD,2281,MEDIUM
PartyA,7990,LOW
PartyC,5916,LOW
PartyC,5592,LOW
PartyC,7437,LOW
PartyC,1037,MEDIUM
PartyA,7095,LOW
PartyC,2305,MEDIUM
PartyC,1834,MEDIUM
PartyC,-3520,VERY HIGH
PartyD,1372,MEDIUM
PartyC,1224,MEDIUM
PartyB,2182,MEDIUM
PartyB,5366,LOW
PartyC,1363,MEDIUM
PartyC,-1875,VERY HIGH
PartyC,1924,MEDIUM
PartyC,6719,LOW
PartyD,153,HIGH
PartyB,-6360,VERY HIGH
PartyB,45,HIGH
PartyC,6078,LOW
PartyD,426,HIGH
PartyB,5195,LOW
PartyC,139,HIGH
PartyA,-80,VERY HIGH
PartyA,312,HIGH
PartyD,2315,MEDIUM
PartyB,1587,MEDIUM
PartyC,5783,LOW
PartyD,6852,LOW
PartyB,-550,VERY HIGH
PartyB,6817,LOW
PartyC,7300,LOW
PartyB,6138,LOW
PartyA,2128,MEDIUM
PartyD,5868,LOW
PartyB,7201,LOW
PartyD,-675,VERY HIGH
PartyA,5987,LOW
PartyA,1973,MEDIUM
PartyB,6086,LOW
PartyC,5880,LOW
PartyA,2240,MEDIUM
PartyC,6148,LOW
PartyA,6738,LOW
PartyB,6578,LOW
PartyA,6459,LOW
PartyB,5978,LOW
PartyD,-70,VERY HIGH
PartyC,-300,VERY HIGH
PartyC,7332,LOW
PartyB,1790,MEDIUM
PartyB,5109,LOW
PartyC,1324,MEDIUM
PartyB,7059,LOW
PartyA,5401,LOW
PartyA,6624,LOW
PartyD,-7780,VERY HIGH
PartyA,5230,LOW
PartyB,5368,LOW
PartyC,5684,LOW
PartyA,5059,LOW
PartyD,7333,LOW
PartyA,-775,VERY HIGH
PartyC,7238,LOW
PartyB,7267,LOW
PartyC,5762,LOW
PartyA,1914,MEDIUM
PartyD,7438,LOW
PartyC,1450,MEDIUM
PartyC,2236,MEDIUM
PartyD,1644,MEDIUM
PartyA,6572,LOW
PartyB,6102,LOW
PartyB,1860,MEDIUM
PartyB,1134,MEDIUM
PartyB,-3500,VERY HIGH
PartyD,5468,LOW
PartyC,-2390,VERY HIGH
PartyA,-120,VERY HIGH
PartyD,7356,LOW
PartyB,5068,LOW
PartyA,-5460,VERY HIGH
PartyD,-6080,VERY HIGH
PartyD,5000,LOW
PartyC,7293,LOW
PartyB,5896,LOW
PartyC,2047,MEDIUM
PartyB,7410,LOW
PartyD,5998,LOW
PartyC,7104,LOW
PartyD,1888,MEDIUM
PartyB,6416,LOW
PartyA,1580,MEDIUM
PartyD,45,HIGH
PartyB,1152,MEDIUM
PartyD,6934,LOW
PartyD,5240,LOW
PartyC,5618,LOW
PartyA,-120,VERY HIGH
PartyB,2280,MEDIUM
PartyD,5148,LOW
PartyD,105,HIGH
PartyC,5308,LOW
PartyC,-580,VERY HIGH
PartyC,7336,LOW
PartyA,5761,LOW
PartyB,118,HIGH
PartyB,2337,MEDIUM
PartyC,1237,MEDIUM
PartyD,-1320,VERY HIGH
PartyA,6870,LOW
PartyA,5421,LOW
PartyB,-2120,VERY HIGH
PartyD,6257,LOW
PartyA,1206,MEDIUM
PartyA,5383,LOW
PartyC,7139,LOW
PartyB,1724,MEDIUM
PartyC,6772,LOW
PartyA,80,HIGH
PartyB,5958,LOW
PartyB,93,HIGH
PartyC,7469,LOW
PartyD,-1125,VERY HIGH
PartyB,-5640,VERY HIGH
PartyB,-7660,VERY HIGH
PartyA,7127,LOW
PartyB,5890,LOW
PartyA,1845,MEDIUM
PartyD,5436,LOW
PartyA,1768,MEDIUM
PartyB,5118,LOW
PartyC,1000,MEDIUM
PartyB,230,HIGH
PartyC,6330,LOW
PartyB,5160,LOW
PartyD,-1500,VERY HIGH
PartyD,1617,MEDIUM
PartyD,6273,LOW
PartyC,5866,LOW
PartyA,180,HIGH
PartyB,5658,LOW
PartyD,1400,MEDIUM
PartyB,6632,LOW
PartyA,7958,LOW
PartyC,-1240,VERY HIGH
PartyA,1385,MEDIUM
PartyA,5998,LOW
PartyB,6117,LOW
PartyD,6022,LOW
PartyA,6598,LOW
PartyC,7367,LOW
PartyD,1445,MEDIUM
PartyA,7229,LOW
PartyD,6318,LOW
PartyD,5150,LOW
PartyD,1056,MEDIUM
PartyC,5328,LOW
PartyB,1848,MEDIUM
PartyB,-570,VERY HIGH
PartyA,1835,MEDIUM
PartyA,1514,MEDIUM
PartyB,1778,MEDIUM
PartyB,1959,MEDIUM
PartyD,1256,MEDIUM
PartyC,6966,LOW
PartyA,-2130,VERY HIGH
PartyC,6151,LOW
PartyC,6314,LOW
PartyC,5712,LOW
PartyB,5478,LOW
PartyB,7340,LOW
PartyA,350,HIGH
PartyC,-425,VERY HIGH
PartyC,5013,LOW
PartyC,2293,MEDIUM
PartyB,5514,LOW
PartyB,-2160,VERY HIGH
PartyA,-120,VERY HIGH
PartyA,5453,LOW
PartyA,5350,LOW
PartyA,6054,LOW
PartyA,5687,LOW
PartyC,1216,MEDIUM
PartyB,-3680,VERY HIGH
PartyA,1718,MEDIUM
PartyD,1146,MEDIUM
PartyA,1512,MEDIUM
PartyA,2372,MEDIUM
PartyA,5917,LOW
PartyD,7049,LOW
PartyA,6472,LOW
PartyC,6756,LOW
PartyA,-120,VERY HIGH
PartyC,7025,LOW
PartyB,-4760,VERY HIGH
PartyC,-1740,VERY HIGH
PartyB,5062,LOW
PartyD,-660,VERY HIGH
PartyD,1493,MEDIUM
PartyB,5988,LOW
PartyD,5824,LOW
PartyD,6062,LOW
PartyB,2161,MEDIUM
PartyB,1298,MEDIUM
PartyA,1817,MEDIUM
PartyB,5206,LOW
PartyC,7084,LOW
PartyB,1188,MEDIUM
PartyA,7293,LOW
PartyD,5788,LOW
PartyA,1533,MEDIUM
PartyB,5494,LOW
PartyD,376,HIGH
PartyC,5856,LOW
PartyD,1544,MEDIUM
PartyD,7030,LOW
PartyB,1991,MEDIUM
PartyA,183,HIGH
PartyC,5138,LOW
PartyA,117,HIGH
PartyA,7116,LOW
PartyD,6749,LOW
PartyA,-6440,VERY HIGH
PartyB,7142,LOW
PartyB,6178,LOW
PartyB,1482,MEDIUM
PartyA,125,HIGH
PartyD,1086,MEDIUM
PartyC,6816,LOW
PartyD,1468,MEDIUM
PartyC,6730,LOW
PartyD,6079,LOW
PartyD,5452,LOW
PartyD,6416,LOW
PartyB,5671,LOW
PartyD,5108,LOW
PartyA,1214,MEDIUM
PartyC,-1380,VERY HIGH
PartyD,1635,MEDIUM
PartyD,6210,LOW
PartyD,1554,MEDIUM
PartyB,7760,LOW
PartyC,5852,LOW
PartyA,6184,LOW
PartyC,5049,LOW
PartyD,5898,LOW
PartyA,2281,MEDIUM
PartyD,7493,LOW
PartyB,2341,MEDIUM
PartyC,5926,LOW
PartyC,6459,LOW
PartyC,-8000,VERY HIGH
PartyB,6143,LOW
PartyA,5331,LOW
PartyB,6674,LOW
PartyB,6064,LOW
PartyA,6962,LOW
PartyA,-5040,VERY HIGH
PartyB,6713,LOW
PartyD,2366,MEDIUM
PartyD,7143,LOW
PartyC,5708,LOW
PartyB,5644,LOW
PartyD,5000,LOW
PartyB,1238,MEDIUM
PartyD,5239,LOW
PartyC,2481,MEDIUM
PartyA,6610,LOW
PartyC,6680,LOW
PartyC,2121,MEDIUM
PartyA,1248,MEDIUM
PartyB,111,HIGH
PartyB,5622,LOW
PartyD,5939,LOW
PartyC,6630,LOW
PartyC,1745,MEDIUM
PartyB,7082,LOW
PartyD,151,HIGH
PartyC,6390,LOW
PartyB,5075,LOW
PartyA,7242,LOW
PartyD,1773,MEDIUM
PartyB,7344,LOW
PartyB,0,HIGH
PartyA,-120,VERY HIGH
PartyD,6634,LOW
PartyA,7382,LOW
PartyA,2037,MEDIUM
PartyD,-5700,VERY HIGH
PartyD,7194,LOW
PartyC,1618,MEDIUM
PartyA,2255,MEDIUM
PartyD,5754,LOW
PartyB,1040,MEDIUM
PartyD,5225,LOW
PartyB,6160,LOW
PartyB,5300,LOW
PartyC,7846,LOW
PartyC,5412,LOW
PartyB,5838,LOW
PartyD,7674,LOW
PartyB,-600,VERY HIGH
PartyC,6832,LOW
PartyC,7261,LOW
PartyA,-200,VERY HIGH
PartyB,1506,MEDIUM
PartyB,1487,MEDIUM
PartyC,5590,LOW
PartyC,1360,MEDIUM
PartyD,6526,LOW
PartyB,-190,VERY HIGH
PartyB,2365,MEDIUM
PartyA,124,HIGH
PartyD,1838,MEDIUM
PartyB,6546,LOW
PartyA,1127,MEDIUM
PartyC,7125,LOW
PartyD,1802,MEDIUM
PartyB,2200,MEDIUM
PartyA,5680,LOW
PartyD,179,HIGH
PartyB,2336,MEDIUM
PartyA,1436,MEDIUM
PartyD,1967,MEDIUM
PartyA,1782,MEDIUM
PartyC,-5980,VERY HIGH
PartyC,-7100,VERY HIGH
PartyC,7548,LOW
PartyC,5194,LOW
PartyD,-4660,VERY HIGH
PartyC,5586,LOW
PartyB,2096,MEDIUM
PartyC,7436,LOW
PartyA,-1810,VERY HIGH
PartyA,-120,VERY HIGH
PartyB,-480,VERY HIGH
PartyA,5808,LOW
PartyA,7214,LOW
PartyD,2498,MEDIUM
PartyB,2040,MEDIUM
PartyC,2240,MEDIUM
PartyD,-2160,VERY HIGH
PartyB,1534,MEDIUM
PartyA,1910,MEDIUM
PartyC,5390,LOW
PartyD,2404,MEDIUM
PartyD,118,HIGH
PartyB,1655,MEDIUM
PartyB,-5860,VERY HIGH
PartyD,6258,LOW
PartyB,2274,MEDIUM
PartyC,1442,MEDIUM
PartyC,1633,MEDIUM
PartyC,1000,MEDIUM
PartyC,1058,MEDIUM
PartyD,-1980,VERY HIGH
PartyC,7459,LOW
PartyA,5865,LOW
PartyB,5452,LOW
PartyC,1820,MEDIUM
PartyD,6935,LOW
PartyA,7804,LOW
PartyB,6931,LOW
PartyC,7180,LOW
PartyA,2050,MEDIUM
PartyD,1932,MEDIUM
PartyC,5980,LOW
PartyA,6436,LOW
PartyA,1565,MEDIUM
PartyC,113,HIGH
PartyA,1243,MEDIUM
PartyB,-320,VERY HIGH
PartyD,5512,LOW
PartyD,6882,LOW
PartyA,21,HIGH
PartyB,6906,LOW
PartyB,24,HIGH
PartyC,6096,LOW
PartyC,-7220,VERY HIGH
PartyD,7232,LOW
PartyB,-2640,VERY HIGH
PartyD,-4200,VERY HIGH
PartyB,0,HIGH
PartyD,6822,LOW
PartyA,-7140,VERY HIGH
PartyA,2331,MEDIUM
PartyA,1542,MEDIUM
PartyC,5297,LOW
PartyA,1242,MEDIUM
PartyB,7453,LOW
PartyC,6554,LOW
PartyC,6366,LOW
PartyD,5589,LOW
PartyA,6232,LOW
PartyD,6860,LOW
PartyD,1141,MEDIUM
PartyA,5821,LOW
PartyA,-450,VERY HIGH
PartyB,7364,LOW
PartyB,2444,MEDIUM
PartyC,2139,MEDIUM
PartyD,-5440,VERY HIGH
PartyD,5494,LOW
PartyB,1000,MEDIUM
PartyC,1565,MEDIUM
PartyB,-3260,VERY HIGH
PartyC,6464,LOW
PartyA,2424,MEDIUM
PartyB,7464,LOW
PartyA,1513,MEDIUM
PartyB,112,HIGH
PartyA,1159,MEDIUM
PartyB,5721,LOW
PartyC,7153,LOW
PartyB,1654,MEDIUM
PartyD,5634,LOW
PartyB,6690,LOW
PartyD,1046,MEDIUM
PartyD,-2540,VERY HIGH
PartyD,7299,LOW
PartyB,-2090,VERY HIGH
PartyB,2171,MEDIUM
PartyD,2340,MEDIUM
PartyA,1854,MEDIUM
PartyB,0,HIGH
PartyD,1443,MEDIUM
PartyB,7826,LOW
PartyC,2182,MEDIUM
PartyA,7124,LOW
PartyA,7896,LOW
PartyB,1578,MEDIUM
PartyB,7538,LOW
PartyB,7399,LOW
PartyD,268,HIGH
PartyB,7742,LOW
PartyD,2240,MEDIUM
PartyB,5804,LOW
PartyB,1599,MEDIUM
PartyB,-2960,VERY HIGH
PartyD,6774,LOW
PartyC,-1360,VERY HIGH
PartyD,7834,LOW
PartyA,-225,VERY HIGH
PartyB,5230,LOW
PartyD,1386,MEDIUM
PartyB,1996,MEDIUM
PartyA,5979,LOW
PartyC,1345,MEDIUM
PartyA,6005,LOW
PartyD,5086,LOW
PartyB,7660,LOW
PartyB,-360,VERY HIGH
PartyD,1741,MEDIUM
PartyB,5800,LOW
PartyB,2469,MEDIUM
PartyA,7398,LOW
PartyA,1326,MEDIUM
PartyC,7141,LOW
PartyD,6421,LOW
PartyD,1604,MEDIUM
PartyC,6705,LOW
PartyD,294,HIGH
PartyC,7371,LOW
PartyC,7012,LOW
PartyB,1500,MEDIUM
PartyC,-7040,VERY HIGH
PartyC,5865,LOW
PartyC,1000,MEDIUM
PartyB,0,HIGH
PartyB,0,HIGH
PartyD,6662,LOW
PartyD,5872,LOW
PartyC,136,HIGH
PartyB,82,HIGH
PartyB,7015,LOW
PartyC,2326,MEDIUM
PartyD,6519,LOW
PartyC,114,HIGH
PartyD,5000,LOW
PartyB,2184,MEDIUM
PartyA,-120,VERY HIGH
PartyA,7492,LOW
PartyB,1949,MEDIUM
PartyC,1800,MEDIUM
PartyC,6948,LOW
PartyC,1378,MEDIUM
PartyC,7128,LOW
PartyD,7838,LOW
PartyD,6816,LOW
PartyC,6353,LOW
PartyB,6600,LOW
PartyA,5503,LOW
PartyD,6412,LOW
PartyC,1131,MEDIUM
PartyC,6796,LOW
PartyA,1643,MEDIUM
PartyC,5252,LOW
PartyA,5237,LOW
PartyA,5985,LOW
PartyA,6529,LOW
PartyB,7237,LOW
PartyD,6849,LOW
PartyD,1435,MEDIUM
PartyD,5000,LOW
PartyB,6662,LOW
PartyB,5534,LOW
PartyC,1154,MEDIUM
PartyD,6880,LOW
PartyA,5524,LOW
PartyB,6573,LOW
PartyA,158,HIGH
PartyB,6692,LOW
PartyA,7384,LOW
PartyA,1288,MEDIUM
PartyC,6742,LOW
PartyA,7045,LOW
PartyC,7978,LOW
PartyC,7471,LOW
PartyA,2181,MEDIUM
PartyC,5598,LOW
PartyC,7174,LOW
PartyA,5361,LOW
PartyB,-4020,VERY HIGH
PartyD,6394,LOW
PartyC,1866,MEDIUM
PartyA,6236,LOW
PartyA,5388,LOW
PartyB,5758,LOW
PartyB,5092,LOW
PartyA,1497,MEDIUM
PartyD,2436,MEDIUM
PartyC,7187,LOW
PartyC,1560,MEDIUM
PartyB,5578,LOW
PartyA,-30,VERY HIGH
PartyA,6010,LOW
PartyB,5412,LOW
PartyC,5626,LOW
PartyB,5387,LOW
PartyC,7848,LOW
PartyD,24,HIGH
PartyA,-1870,VERY HIGH
PartyB,0,HIGH
PartyA,1088,MEDIUM
PartyD,6062,LOW
PartyC,1668,MEDIUM
PartyC,5410,LOW
PartyD,5848,LOW
PartyC,7465,LOW
PartyC,1098,MEDIUM
PartyD,1966,MEDIUM
PartyB,2078,MEDIUM
PartyA,2132,MEDIUM
PartyC,7672,LOW
PartyB,6177,LOW
PartyB,1198,MEDIUM
PartyC,6989,LOW
PartyA,2256,MEDIUM
PartyA,1418,MEDIUM
PartyD,1240,MEDIUM
PartyD,25,HIGH
PartyA,2404,MEDIUM
PartyA,7135,LOW
PartyB,-6300,VERY HIGH
PartyB,5710,LOW
PartyC,2308,MEDIUM
PartyD,6552,LOW
PartyA,6076,LOW
PartyA,7482,LOW
PartyB,-1075,VERY HIGH
PartyB,2114,MEDIUM
PartyA,6197,LOW
PartyB,1525,MEDIUM
PartyB,1713,MEDIUM
PartyD,1170,MEDIUM
PartyC,6654,LOW
PartyB,6521,LOW
PartyB,-280,VERY HIGH
PartyA,1968,MEDIUM
PartyB,7478,LOW
PartyB,0,HIGH
PartyD,7124,LOW
PartyC,5928,LOW
PartyD,7243,LOW
PartyC,5827,LOW
PartyA,6607,LOW
PartyD,1767,MEDIUM
PartyC,5947,LOW
PartyD,1526,MEDIUM
PartyA,6181,LOW
PartyD,5000,LOW
PartyB,1762,MEDIUM
PartyD,1814,MEDIUM
PartyD,30,HIGH
PartyA,-120,VERY HIGH
PartyA,6872,LOW
PartyA,7358,LOW
PartyC,5715,LOW
PartyA,7381,LOW
PartyB,1100,MEDIUM
PartyC,1602,MEDIUM
PartyA,2362,MEDIUM
PartyD,6553,LOW
PartyD,1554,MEDIUM
PartyC,2336,MEDIUM
PartyC,340,HIGH
PartyC,-1020,VERY HIGH
PartyC,7262,LOW
PartyA,7367,LOW
PartyC,1900,MEDIUM
PartyB,-2080,VERY HIGH
PartyD,5718,LOW
PartyA,-120,VERY HIGH
PartyA,7037,LOW
PartyB,2364,MEDIUM
PartyA,5486,LOW
PartyA,5638,LOW
PartyC,7608,LOW
PartyA,-7080,VERY HIGH
PartyC,1378,MEDIUM
PartyB,6962,LOW
PartyC,-2040,VERY HIGH
PartyD,2235,MEDIUM
PartyD,6346,LOW
PartyC,7980,LOW
PartyA,-4120,VERY HIGH
PartyC,2070,MEDIUM
PartyC,1000,MEDIUM
PartyD,1162,MEDIUM
PartyB,1333,MEDIUM
PartyA,-5760,VERY HIGH
PartyD,5553,LOW
PartyA,5320,LOW
PartyA,1178,MEDIUM
PartyB,5454,LOW
PartyB,1688,MEDIUM
PartyA,5040,LOW
PartyD,1958,MEDIUM
PartyA,5674,LOW
PartyC,7900,LOW
PartyB,7475,LOW
PartyD,7324,LOW
PartyC,-2330,VERY HIGH
PartyD,5844,LOW
PartyA,5085,LOW
PartyC,302,HIGH
PartyA,-2150,VERY HIGH
PartyA,2407,MEDIUM
PartyD,7187,LOW
PartyC,1797,MEDIUM
PartyA,338,HIGH
PartyD,1926,MEDIUM
PartyA,5827,LOW
PartyD,5836,LOW
PartyC,6932,LOW
PartyD,7602,LOW
PartyB,1747,MEDIUM
PartyD,6154,LOW
PartyC,2084,MEDIUM
PartyA,7624,LOW
PartyB,1443,MEDIUM
PartyD,6810,LOW
PartyA,98,HIGH
PartyC,1353,MEDIUM
PartyD,1362,MEDIUM
PartyC,5988,LOW
PartyD,6318,LOW
PartyC,2260,MEDIUM
PartyC,7099,LOW
PartyB,248,HIGH
PartyD,16,HIGH
PartyC,7007,LOW
PartyD,1636,MEDIUM
PartyB,5069,LOW
PartyB,5018,LOW
PartyD,1118,MEDIUM
PartyB,5316,LOW
PartyC,5203,LOW
PartyB,-8000,VERY HIGH
PartyB,7029,LOW
PartyC,-780,VERY HIGH
PartyB,32,HIGH
PartyB,6330,LOW
PartyB,1917,MEDIUM
PartyC,2167,MEDIUM
PartyB,5354,LOW
PartyC,1000,MEDIUM
PartyC,-2120,VERY HIGH
PartyA,1589,MEDIUM
PartyA,166,HIGH
PartyC,2147,MEDIUM
PartyC,7468,LOW
PartyB,-450,VERY HIGH
PartyD,7736,LOW
PartyA,5984,LOW
PartyB,5590,LOW
PartyA,6466,LOW
PartyB,2276,MEDIUM
PartyA,1430,MEDIUM
PartyA,5918,LOW
PartyA,1086,MEDIUM
PartyB,6265,LOW
PartyA,1004,MEDIUM
PartyC,7126,LOW
PartyB,7638,LOW
